,codigoSitio,NombreSitio,NombreProyecto,Region,Vendor,EstadoIM,FechaEstadoIM,fechaRFPSIM,fechaRFISIM,fechaRFASIM,fechaRFTSIM,fechaOASIM,fecha
180,CPU308,Los Dos Chinos 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-30 15:07:26,2021-09-30 15:07:27,2021-10-05 15:44:07,2021-10-05 15:47:18,30/09/2021
181,CPU308,Los Dos Chinos 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-30 15:07:26,2021-09-30 15:07:27,2021-10-05 15:44:07,2021-10-05 15:47:18,30/09/2021
182,CPU025,8 De Octubre,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-29 14:22:52,2021-09-29 14:22:52,2021-09-30 09:43:55,2021-10-05 15:47:18,29/09/2021
183,CPU025,8 De Octubre,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-29 14:22:52,2021-09-29 14:22:52,2021-09-30 09:43:55,2021-10-05 15:47:18,29/09/2021
188,CPU475,Almagro Don Bosco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:07,2021-10-05 15:47:18,01/10/2021
189,CPU475,Almagro Don Bosco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:07,2021-10-05 15:47:18,01/10/2021
194,CPU464,Artes Graficas Rioplatenses,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-30 17:07:46,2021-09-30 17:07:46,2021-10-05 15:44:07,2021-10-05 15:47:18,30/09/2021
195,CPU464,Artes Graficas Rioplatenses,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-30 17:07:46,2021-09-30 17:07:46,2021-10-05 15:44:07,2021-10-05 15:47:18,30/09/2021
198,CPU494,Alberdi Este,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:07,2021-10-05 15:47:18,01/10/2021
199,CPU494,Alberdi Este,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:07,2021-10-05 15:47:18,01/10/2021
200,CPU070,Alcorta,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:18,29/09/2021
201,CPU070,Alcorta,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:18,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:18,29/09/2021
202,CPU177,Alberdi,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:07,2021-10-05 15:47:19,30/09/2021
203,CPU177,Alberdi,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:07,2021-10-05 15:47:19,30/09/2021
204,CPU263,Almagro,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 14:20:35,2021-09-30 14:20:35,2021-10-05 15:44:07,2021-10-05 15:47:19,30/09/2021
205,CPU263,Almagro,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 14:20:35,2021-09-30 14:20:35,2021-10-05 15:44:07,2021-10-05 15:47:19,30/09/2021
208,CPU400,Alsina,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
209,CPU400,Alsina,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
210,CPU820,Alvear Palace Hotel,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 17:04:13,2021-10-01 17:04:13,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
211,CPU820,Alvear Palace Hotel,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 17:04:13,2021-10-01 17:04:13,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
212,CPU131,Ambrosetti,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 10:07:13,2021-09-30 10:07:13,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
213,CPU131,Ambrosetti,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 10:07:13,2021-09-30 10:07:13,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
214,CPU027,Amia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-29 14:22:52,2021-09-29 14:22:52,2021-09-30 09:43:55,2021-10-05 15:47:19,29/09/2021
215,CPU027,Amia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-29 14:22:52,2021-09-29 14:22:52,2021-09-30 09:43:55,2021-10-05 15:47:19,29/09/2021
216,CPU680,AUSA Parque Avellaneda,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 11:43:46,2021-10-01 11:43:46,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
217,CPU680,AUSA Parque Avellaneda,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 11:43:46,2021-10-01 11:43:46,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
222,CPU682,Ausa Riachuelo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 11:43:46,2021-10-01 11:43:46,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
223,CPU682,Ausa Riachuelo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-10-01 11:43:46,2021-10-01 11:43:46,2021-10-05 15:44:08,2021-10-05 15:47:19,01/10/2021
226,CPU057,Atlas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:19,29/09/2021
227,CPU057,Atlas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:19,29/09/2021
228,CPU165,Av. Del Trabajo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
229,CPU165,Av. Del Trabajo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:19,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:08,2021-10-05 15:47:19,30/09/2021
234,CPU106,Batalla De Pari,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-29 16:15:37,2021-09-29 16:15:37,2021-09-30 09:43:55,2021-10-05 15:47:20,29/09/2021
235,CPU106,Batalla De Pari,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-29 16:15:37,2021-09-29 16:15:37,2021-09-30 09:43:55,2021-10-05 15:47:20,29/09/2021
236,CPU135,Belgrano,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 10:07:13,2021-09-30 10:07:14,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
237,CPU135,Belgrano,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 10:07:13,2021-09-30 10:07:14,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
238,CPU290,Bajo Flores,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
239,CPU290,Bajo Flores,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
244,CPU734,Cv Liniers,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:08,2021-10-05 15:47:20,01/10/2021
245,CPU734,Cv Liniers,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:08,2021-10-05 15:47:20,01/10/2021
250,CPU154,Boedo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 11:13:26,2021-09-30 11:13:26,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
251,CPU154,Boedo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 11:13:26,2021-09-30 11:13:26,2021-10-05 15:44:08,2021-10-05 15:47:20,30/09/2021
256,CPU503,Barrio Piedrabuena Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:08,2021-10-05 15:47:20,01/10/2021
257,CPU503,Barrio Piedrabuena Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-10-01 10:23:40,2021-10-01 10:23:40,2021-10-05 15:44:08,2021-10-05 15:47:20,01/10/2021
258,CPU401,Caba 2014 - 21,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
259,CPU401,Caba 2014 - 21,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
260,CPU322,Barracas 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 16:31:13,2021-09-30 16:31:13,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
261,CPU322,Barracas 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 16:31:13,2021-09-30 16:31:13,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
266,CPU650,Bucarelli,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-10-01 11:09:41,2021-10-01 11:09:41,2021-10-05 15:44:09,2021-10-06 12:05:58,01/10/2021
267,CPU650,Bucarelli,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-10-01 11:09:41,2021-10-01 11:09:41,2021-10-05 15:44:09,2021-10-06 12:05:58,01/10/2021
268,CPU001,Calle 15,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-29 14:22:53,2021-09-29 14:22:53,2021-09-30 09:43:55,2021-10-05 15:47:20,29/09/2021
269,CPU001,Calle 15,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-29 14:22:53,2021-09-29 14:22:53,2021-09-30 09:43:55,2021-10-05 15:47:20,29/09/2021
270,CPU134,Caballito 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 10:07:14,2021-09-30 10:07:14,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
271,CPU134,Caballito 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:20,,2021-09-30 10:07:14,2021-09-30 10:07:14,2021-10-05 15:44:09,2021-10-05 15:47:20,30/09/2021
272,CPU533,Carrefour Agronomia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-10-01 10:23:41,2021-10-01 10:23:41,2021-10-05 15:44:09,2021-10-05 15:47:21,01/10/2021
273,CPU533,Carrefour Agronomia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-10-01 10:23:41,2021-10-01 10:23:41,2021-10-05 15:44:09,2021-10-05 15:47:21,01/10/2021
274,CPU014,Camara,NB_IOT,AMBA,Huawei,OA,2021-09-28 10:11:34,,2021-09-28 10:08:19,2021-09-28 10:08:48,2021-09-28 10:09:17,2021-09-28 10:11:34,28/09/2021
275,CPU014,Camara,NB_IOT,AMBA,Huawei,OA,2021-09-28 10:11:34,,2021-09-28 10:08:19,2021-09-28 10:08:48,2021-09-28 10:09:17,2021-09-28 10:11:34,28/09/2021
276,CPU054,Capdevila,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 15:54:01,2021-09-29 15:54:01,2021-10-05 15:44:09,2021-10-05 15:47:21,29/09/2021
277,CPU054,Capdevila,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 15:54:01,2021-09-29 15:54:01,2021-10-05 15:44:09,2021-10-05 15:47:21,29/09/2021
278,CPU232,Cazadores,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 12:40:13,2021-09-30 12:40:13,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
279,CPU232,Cazadores,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 12:40:13,2021-09-30 12:40:13,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
282,CPU141,Carlos Calvo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:17:17,2021-09-30 10:17:17,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
283,CPU141,Carlos Calvo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:17:17,2021-09-30 10:17:17,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
284,CPU220,Cinco Esquinas,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 12:40:13,2021-09-30 12:40:13,2021-10-05 15:44:09,2021-10-06 12:05:58,30/09/2021
285,CPU220,Cinco Esquinas,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 12:40:13,2021-09-30 12:40:13,2021-10-05 15:44:09,2021-10-06 12:05:58,30/09/2021
288,CPU362,Charcas 3,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
289,CPU362,Charcas 3,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
290,CPU089,Chacarita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 16:24:47,2021-09-29 16:24:47,2021-09-30 09:43:55,2021-10-05 15:47:21,29/09/2021
291,CPU089,Chacarita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 16:24:47,2021-09-29 16:24:47,2021-09-30 09:43:55,2021-10-05 15:47:21,29/09/2021
292,CPU137,Chile,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:17:17,2021-09-30 10:17:17,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
293,CPU137,Chile,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:17:17,2021-09-30 10:17:17,2021-10-05 15:44:09,2021-10-05 15:47:21,30/09/2021
294,CPU616,Chacarita Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-10-01 11:09:41,2021-10-01 11:09:41,2021-10-05 15:44:10,2021-10-05 15:47:21,01/10/2021
295,CPU616,Chacarita Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-10-01 11:09:41,2021-10-01 11:09:41,2021-10-05 15:44:10,2021-10-05 15:47:21,01/10/2021
298,CPU116,Cid Campeador,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:10,2021-10-05 15:47:21,30/09/2021
299,CPU116,Cid Campeador,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:10,2021-10-05 15:47:21,30/09/2021
302,CPU044,Club Ciudad,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 15:04:50,2021-09-29 15:04:50,2021-09-30 09:43:55,2021-10-05 15:47:21,29/09/2021
303,CPU044,Club Ciudad,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:21,,2021-09-29 15:04:50,2021-09-29 15:04:50,2021-09-30 09:43:55,2021-10-05 15:47:21,29/09/2021
304,CPU393,Club Liniers,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
305,CPU393,Club Liniers,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:50:23,2021-09-30 16:50:23,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
310,CPU617,Conde,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-10-01 11:09:41,2021-10-01 11:09:42,2021-10-05 15:44:10,2021-10-05 15:47:22,01/10/2021
311,CPU617,Conde,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-10-01 11:09:41,2021-10-01 11:09:42,2021-10-05 15:44:10,2021-10-05 15:47:22,01/10/2021
312,CPU246,Costanera Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 12:40:13,2021-09-30 12:40:14,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
313,CPU246,Costanera Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 12:40:13,2021-09-30 12:40:14,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
314,CPU276,Constitucion 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
315,CPU276,Constitucion 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
316,CPU107,Crespo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-29 16:15:37,2021-09-29 16:15:37,2021-09-30 09:43:55,2021-10-05 15:47:22,29/09/2021
317,CPU107,Crespo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-29 16:15:37,2021-09-29 16:15:37,2021-09-30 09:43:55,2021-10-05 15:47:22,29/09/2021
320,CPU149,Carrasco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 11:13:26,2021-09-30 11:13:26,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
321,CPU149,Carrasco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 11:13:26,2021-09-30 11:13:26,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
324,CPU317,Catalinas Sur,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 16:31:13,2021-09-30 16:31:13,2021-10-05 15:44:10,2021-10-06 12:05:58,30/09/2021
325,CPU317,Catalinas Sur,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 16:31:13,2021-09-30 16:31:13,2021-10-05 15:44:10,2021-10-06 12:05:58,30/09/2021
328,CPU358,Carrefour Villa Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
329,CPU358,Carrefour Villa Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
332,CPU159,Dock Sud,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 11:13:26,2021-09-30 11:13:27,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
333,CPU159,Dock Sud,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 11:13:26,2021-09-30 11:13:27,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
334,CPU335,Departamento Central De Policia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
335,CPU335,Departamento Central De Policia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:22,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:10,2021-10-05 15:47:22,30/09/2021
340,CPU173,Deportivo Español,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
341,CPU173,Deportivo Español,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 11:21:40,2021-09-30 11:21:40,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
342,CPU112,Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
343,CPU112,Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
344,CPU163,Directorio,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 11:13:27,2021-09-30 11:13:27,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
345,CPU163,Directorio,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 11:13:27,2021-09-30 11:13:27,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
346,CPU304,Diagonal Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
347,CPU304,Diagonal Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
350,CPU620,Calderon De La Barca 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-10-01 11:09:42,2021-10-01 11:09:42,2021-10-05 15:44:11,2021-10-05 15:47:23,01/10/2021
351,CPU620,Calderon De La Barca 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-10-01 11:09:42,2021-10-01 11:09:42,2021-10-05 15:44:11,2021-10-05 15:47:23,01/10/2021
352,CPU199,Solar De La Abadia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 12:20:15,2021-09-30 12:20:15,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
353,CPU199,Solar De La Abadia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 12:20:15,2021-09-30 12:20:15,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
356,CPU068,Dorrego,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:23,29/09/2021
357,CPU068,Dorrego,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-29 16:36:52,2021-09-29 16:36:52,2021-09-30 09:43:55,2021-10-05 15:47:23,29/09/2021
358,CPU093,Darwin,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:55,2021-10-05 15:47:23,29/09/2021
359,CPU093,Darwin,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:55,2021-10-05 15:47:23,29/09/2021
360,CPU111,Plaza Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
361,CPU111,Plaza Devoto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:23,,2021-09-30 10:46:46,2021-09-30 10:46:46,2021-10-05 15:44:11,2021-10-05 15:47:23,30/09/2021
362,CPU368,Sanatorio Dupuytren,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
363,CPU368,Sanatorio Dupuytren,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 16:45:30,2021-09-30 16:45:30,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
366,CPU376,Embajada De Dinamarca,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 18:06:21,2021-09-30 18:06:21,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
367,CPU376,Embajada De Dinamarca,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 18:06:21,2021-09-30 18:06:21,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
370,CPU285,Edificio Guardacostas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
371,CPU285,Edificio Guardacostas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 15:07:27,2021-09-30 15:07:27,2021-10-05 15:44:11,2021-10-05 15:47:24,30/09/2021
374,CPU212,Edificio Libertad 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:12,2021-10-05 15:47:24,30/09/2021
375,CPU212,Edificio Libertad 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:12,2021-10-05 15:47:24,30/09/2021
376,CPU375,Estadio Malvinas Argentinas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 18:06:21,2021-09-30 18:06:21,2021-10-05 15:44:12,2021-10-05 15:47:24,30/09/2021
377,CPU375,Estadio Malvinas Argentinas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-09-30 18:06:21,2021-09-30 18:06:21,2021-10-05 15:44:12,2021-10-05 15:47:24,30/09/2021
378,CPU520,Encina,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-10-01 10:23:41,2021-10-01 10:23:41,2021-10-05 15:44:12,2021-10-05 15:47:24,01/10/2021
379,CPU520,Encina,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:24,,2021-10-01 10:23:41,2021-10-01 10:23:41,2021-10-05 15:44:12,2021-10-05 15:47:24,01/10/2021
