,codigoSitio,NombreSitio,NombreProyecto,Region,Vendor,EstadoIM,FechaEstadoIM,fechaRFPSIM,fechaRFISIM,fechaRFASIM,fechaRFTSIM,fechaOASIM,fecha
771,CPU517,Plaza Liniers Shopping Center,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-10-01 10:23:43,2021-10-01 10:23:44,2021-10-05 15:44:23,2021-10-05 15:47:37,01/10/2021
772,CPU315,Parque Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
773,CPU315,Parque Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
774,CPU155,Pompeya,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 11:13:27,2021-09-30 11:13:27,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
775,CPU155,Pompeya,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 11:13:27,2021-09-30 11:13:27,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
778,CPU223,Parque IndoLuciano,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:23,2021-10-06 12:05:58,30/09/2021
779,CPU223,Parque IndoLuciano,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:23,2021-10-06 12:05:58,30/09/2021
780,CPU462,Perdriel,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
781,CPU462,Perdriel,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
786,CPU328,Parera,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
787,CPU328,Parera,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-30 16:31:14,2021-09-30 16:31:14,2021-10-05 15:44:23,2021-10-05 15:47:37,30/09/2021
788,CPU626,Puente Saavedra 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-10-01 11:09:43,2021-10-01 11:09:43,2021-10-05 15:44:23,2021-10-05 15:47:37,01/10/2021
789,CPU626,Puente Saavedra 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-10-01 11:09:43,2021-10-01 11:09:43,2021-10-05 15:44:23,2021-10-05 15:47:37,01/10/2021
792,CPU480,Pavon,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-10-01 10:23:44,2021-10-01 10:23:44,2021-10-05 15:44:23,2021-10-05 15:47:37,01/10/2021
793,CPU480,Pavon,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-10-01 10:23:44,2021-10-01 10:23:44,2021-10-05 15:44:23,2021-10-05 15:47:37,01/10/2021
794,CPU046,Parque Saavedra,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-29 15:04:51,2021-09-29 15:04:51,2021-09-30 09:43:56,2021-10-05 15:47:37,29/09/2021
795,CPU046,Parque Saavedra,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:37,,2021-09-29 15:04:51,2021-09-29 15:04:51,2021-09-30 09:43:56,2021-10-05 15:47:37,29/09/2021
796,CPU048,Quesada,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 15:08:35,2021-09-29 15:08:36,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
797,CPU048,Quesada,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 15:08:35,2021-09-29 15:08:36,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
798,CPU169,Quinquela,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:23,2021-10-05 15:47:38,30/09/2021
799,CPU169,Quinquela,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:23,2021-10-05 15:47:38,30/09/2021
802,CPU091,Renault,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 16:24:47,2021-09-29 16:24:47,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
803,CPU091,Renault,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 16:24:47,2021-09-29 16:24:47,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
804,CPU007,Reconquista,NB_IOT,AMBA,Huawei,OA,2021-09-28 10:12:00,,2021-09-28 10:08:41,2021-09-28 10:09:09,2021-09-28 10:09:38,2021-09-28 10:12:00,28/09/2021
805,CPU007,Reconquista,NB_IOT,AMBA,Huawei,OA,2021-09-28 10:12:00,,2021-09-28 10:08:41,2021-09-28 10:09:09,2021-09-28 10:09:38,2021-09-28 10:12:00,28/09/2021
808,CPU031,Riobamba,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 14:42:43,2021-09-29 14:42:43,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
809,CPU031,Riobamba,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 14:42:43,2021-09-29 14:42:43,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
816,CPU622,Nextel Radio Mitre,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-10-01 11:09:43,2021-10-01 11:09:43,2021-10-05 15:44:24,2021-10-05 15:47:38,01/10/2021
817,CPU622,Nextel Radio Mitre,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-10-01 11:09:43,2021-10-01 11:09:43,2021-10-05 15:44:24,2021-10-05 15:47:38,01/10/2021
820,CPU422,Riestra,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
821,CPU422,Riestra,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
822,CPU130,Rivadavia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 10:07:14,2021-09-30 10:07:14,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
823,CPU130,Rivadavia,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 10:07:14,2021-09-30 10:07:14,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
824,CPU090,Ravignani,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 16:24:47,2021-09-29 16:24:48,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
825,CPU090,Ravignani,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-29 16:24:47,2021-09-29 16:24:48,2021-09-30 09:43:57,2021-10-05 15:47:38,29/09/2021
828,CPU204,San Cristobal,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
829,CPU204,San Cristobal,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
830,CPU171,Salguero,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
831,CPU171,Salguero,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:38,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:24,2021-10-05 15:47:38,30/09/2021
832,CPU161,Hospital Santojanni,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 11:13:28,2021-09-30 11:13:28,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
833,CPU161,Hospital Santojanni,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 11:13:28,2021-09-30 11:13:28,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
834,CPU095,El Salvador,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:57,2021-10-05 15:47:39,29/09/2021
835,CPU095,El Salvador,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:57,2021-10-05 15:47:39,29/09/2021
842,CPU357,Club SyD Pintita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:45:31,2021-09-30 16:45:31,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
843,CPU357,Club SyD Pintita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:45:31,2021-09-30 16:45:31,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
846,CPU182,Senillosa,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
847,CPU182,Senillosa,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 11:21:41,2021-09-30 11:21:41,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
848,CPU391,Sacachispas Futbol Club,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:50:24,2021-09-30 16:50:24,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
849,CPU391,Sacachispas Futbol Club,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:50:24,2021-09-30 16:50:24,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
850,CPU034,Spinetto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 14:42:43,2021-09-29 14:42:44,2021-09-30 09:43:57,2021-10-05 15:47:39,29/09/2021
851,CPU034,Spinetto,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 14:42:43,2021-09-29 14:42:44,2021-09-30 09:43:57,2021-10-05 15:47:39,29/09/2021
854,CPU038,San Jose,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 15:04:51,2021-09-29 15:04:51,2021-10-05 15:44:24,2021-10-05 15:47:39,29/09/2021
855,CPU038,San Jose,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-29 15:04:51,2021-09-29 15:04:51,2021-10-05 15:44:24,2021-10-05 15:47:39,29/09/2021
860,CPU351,Santander,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:45:31,2021-09-30 16:45:31,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
861,CPU351,Santander,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:45:31,2021-09-30 16:45:31,2021-10-05 15:44:24,2021-10-05 15:47:39,30/09/2021
866,CPU338,Solis,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:31:14,2021-09-30 16:31:15,2021-10-05 15:44:25,2021-10-05 15:47:39,30/09/2021
867,CPU338,Solis,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:39,,2021-09-30 16:31:14,2021-09-30 16:31:15,2021-10-05 15:44:25,2021-10-05 15:47:39,30/09/2021
868,CPU015,Somisa,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-29 12:44:25,2021-09-29 12:44:47,2021-10-05 15:44:25,2021-10-05 15:47:40,29/09/2021
869,CPU015,Somisa,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-29 12:44:25,2021-09-29 12:44:47,2021-10-05 15:44:25,2021-10-05 15:47:40,29/09/2021
870,CPU114,Santa Rita,NB_IOT,AMBA,Huawei,OA,2021-10-06 11:38:16,,2021-09-30 10:46:47,2021-09-30 10:46:47,2021-10-05 15:44:25,2021-10-06 11:38:16,30/09/2021
871,CPU114,Santa Rita,NB_IOT,AMBA,Huawei,OA,2021-10-06 11:38:16,,2021-09-30 10:46:47,2021-09-30 10:46:47,2021-10-05 15:44:25,2021-10-06 11:38:16,30/09/2021
872,CPU098,Santa Fe,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:57,2021-10-05 15:47:40,29/09/2021
873,CPU098,Santa Fe,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-09-30 09:43:57,2021-10-05 15:47:40,29/09/2021
878,CPU210,Tamborini,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
879,CPU210,Tamborini,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
884,CPU621,Tasa Barracas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 11:09:43,2021-10-01 11:09:44,2021-10-05 15:44:25,2021-10-05 15:47:40,01/10/2021
885,CPU621,Tasa Barracas,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 11:09:43,2021-10-01 11:09:44,2021-10-05 15:44:25,2021-10-05 15:47:40,01/10/2021
890,CPU267,Teco Constitucion,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
891,CPU267,Teco Constitucion,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
892,CPU261,Corrientes,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
893,CPU261,Corrientes,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
894,CPU256,Teatro Nacional Cervantes,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-06 12:05:58,30/09/2021
895,CPU256,Teatro Nacional Cervantes,NB_IOT,AMBA,Huawei,OA,2021-10-06 12:05:58,,2021-09-30 14:20:36,2021-09-30 14:20:36,2021-10-05 15:44:25,2021-10-06 12:05:58,30/09/2021
896,CPU507,AMBA CABA 2020 - 107,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 10:23:44,2021-10-01 10:23:44,2021-10-05 15:44:25,2021-10-05 15:47:40,01/10/2021
897,CPU507,AMBA CABA 2020 - 107,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 10:23:44,2021-10-01 10:23:44,2021-10-05 15:44:25,2021-10-05 15:47:40,01/10/2021
900,CPU225,Teco Ramon Falcon,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
901,CPU225,Teco Ramon Falcon,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:40:14,2021-09-30 12:40:14,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
904,CPU124,Trovador,NB_IOT,AMBA,Huawei,OA,2021-10-06 11:38:16,,2021-09-30 11:02:19,2021-09-30 11:02:19,2021-10-05 15:44:25,2021-10-06 11:38:16,30/09/2021
905,CPU124,Trovador,NB_IOT,AMBA,Huawei,OA,2021-10-06 11:38:16,,2021-09-30 11:02:19,2021-09-30 11:02:19,2021-10-05 15:44:25,2021-10-06 11:38:16,30/09/2021
908,CPU203,Chacabuco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
909,CPU203,Chacabuco,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-09-30 12:20:16,2021-09-30 12:20:16,2021-10-05 15:44:25,2021-10-05 15:47:40,30/09/2021
910,CPU673,CUENCA,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 11:43:47,2021-10-01 11:43:47,2021-10-05 15:44:26,2021-10-05 15:47:40,01/10/2021
911,CPU673,CUENCA,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:40,,2021-10-01 11:43:47,2021-10-01 11:43:47,2021-10-05 15:44:26,2021-10-05 15:47:40,01/10/2021
912,CPU102,Ugarte 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-10-05 15:44:26,2021-10-05 15:47:41,29/09/2021
913,CPU102,Ugarte 2,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-29 16:05:49,2021-09-29 16:05:49,2021-10-05 15:44:26,2021-10-05 15:47:41,29/09/2021
914,CPU192,Uriburu,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 12:20:16,2021-09-30 12:20:17,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
915,CPU192,Uriburu,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 12:20:16,2021-09-30 12:20:17,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
916,CPU053,Urquiza,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-29 15:54:01,2021-09-29 15:54:01,2021-09-30 09:43:57,2021-10-05 15:47:41,29/09/2021
917,CPU053,Urquiza,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-29 15:54:01,2021-09-29 15:54:01,2021-09-30 09:43:57,2021-10-05 15:47:41,29/09/2021
918,CPU455,Uspallata,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
919,CPU455,Uspallata,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 17:07:47,2021-09-30 17:07:47,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
922,CPU392,CV Parque Avellaneda Este,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 16:50:24,2021-09-30 16:50:24,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
923,CPU392,CV Parque Avellaneda Este,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 16:50:24,2021-09-30 16:50:24,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
924,CPU140,Valle,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 10:17:18,2021-09-30 10:17:18,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
925,CPU140,Valle,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-09-30 10:17:18,2021-09-30 10:17:18,2021-10-05 15:44:26,2021-10-05 15:47:41,30/09/2021
926,CPU712,CV Parque Avellaneda Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 12:01:01,2021-10-01 12:01:01,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
927,CPU712,CV Parque Avellaneda Norte,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 12:01:01,2021-10-01 12:01:01,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
928,CPU724,CV Argentinos Juniors,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
929,CPU724,CV Argentinos Juniors,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
930,CPU721,CV Autodromo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 12:01:01,2021-10-01 12:01:02,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
931,CPU721,CV Autodromo,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:41,,2021-10-01 12:01:01,2021-10-01 12:01:02,2021-10-05 15:44:26,2021-10-05 15:47:41,01/10/2021
932,CPU733,CV Bajo Belgrano,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:26,2021-10-05 15:47:42,01/10/2021
933,CPU733,CV Bajo Belgrano,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:26,2021-10-05 15:47:42,01/10/2021
934,CPU745,CV Barrio El Hogar Obrero,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
935,CPU745,CV Barrio El Hogar Obrero,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
936,CPU719,CV Belgrano R,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
937,CPU719,CV Belgrano R,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
938,CPU727,CV Balcarce,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
939,CPU727,CV Balcarce,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 14:26:21,2021-10-01 14:26:21,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
940,CPU740,CV Boulevard La Salle,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
941,CPU740,CV Boulevard La Salle,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:23,2021-10-01 12:39:23,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
944,CPU746,CV Boedo Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:24,2021-10-01 12:39:24,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
945,CPU746,CV Boedo Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:24,2021-10-01 12:39:24,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
946,CPU710,Cv Boedo Sur,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
947,CPU710,Cv Boedo Sur,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
948,CPU705,CV Balvanera Sur,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
949,CPU705,CV Balvanera Sur,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
950,CPU741,CV Calcena,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:24,2021-10-01 12:39:24,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
951,CPU741,CV Calcena,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 12:39:24,2021-10-01 12:39:24,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
952,CPU704,Cv Caballito Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
953,CPU704,Cv Caballito Oeste,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:42,,2021-10-01 11:50:43,2021-10-01 11:50:43,2021-10-05 15:44:27,2021-10-05 15:47:42,01/10/2021
956,CPU713,CV California,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:27,2021-10-05 15:47:43,01/10/2021
957,CPU713,CV California,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:27,2021-10-05 15:47:43,01/10/2021
958,CPU732,CV Chile,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 14:26:21,2021-10-01 14:26:22,2021-10-05 15:44:27,2021-10-05 15:47:43,01/10/2021
959,CPU732,CV Chile,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 14:26:21,2021-10-01 14:26:22,2021-10-05 15:44:27,2021-10-05 15:47:43,01/10/2021
960,CPU711,CV Cementerio de la Chacarita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:28,2021-10-05 15:47:43,01/10/2021
961,CPU711,CV Cementerio de la Chacarita,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 12:01:02,2021-10-01 12:01:02,2021-10-05 15:44:28,2021-10-05 15:47:43,01/10/2021
964,CPU526,CV Cosquin,NB_IOT,AMBA,Huawei,OA,2021-10-05 15:47:43,,2021-10-01 10:23:44,2021-10-01 10:23:44,2021-10-05 15:44:28,2021-10-05 15:47:43,01/10/2021
