intervencionId,codigoSitio,NombreSitio,NombreProyecto,Nombre,Apellido,nombreCorto,EMG,Region,ICD,CasoSigo,estadoSigo,fechaRFPSIGO,fechaRFISIGO,fechaRFASIGO,fechaRFTSIGO,fechaOASIGO,contratista,Latitud,Longitud,ALM,ManoObra,Vendor,EstadoIM,subEstado,FechaEstadoIM,fechaRFPSIM,fechaRFISIM,fechaRFASIM,fechaRFTSIM,fechaOASIM,FechaIntegracionProgramada
21924,CPU317,Catalinas Sur,5G DSS,Sin Asignar,Sin Asignar,Sin Asignar,CCTS,AMBA,,ISM-11814,OA,2021-02-01 16:14:59,2021-02-08 15:31:00,2021-02-08 17:28:00,2021-02-12 13:56:00,2021-02-22 16:39:00,,-34.5988,-58.3713,CPU,PROVEEDOR,Huawei,OA,OA Completado,2021-02-22 16:33:15,2021-02-08 17:16:16,2021-02-08 17:16:49,2021-02-08 17:19:28,2021-02-11 10:16:34,2021-02-22 16:33:15,
21925,CPU252,Exedra 2,5G DSS,Sin Asignar,Sin Asignar,Sin Asignar,CEX2,AMBA,,ISM-11815,OA,2021-01-20 09:40:00,2021-02-08 15:31:00,2021-02-08 17:19:00,2021-02-12 13:54:59,2021-02-22 16:47:00,,-34.5986,-58.3803,CPU,PROVEEDOR,Huawei,OA,OA Completado,2021-02-22 16:37:51,2021-02-08 17:00:29,2021-02-08 17:01:01,2021-02-08 17:07:38,2021-02-11 10:23:44,2021-02-22 16:37:51,
21926,CPU385,Teatro Colon,5G DSS,Sin Asignar,Sin Asignar,Sin Asignar,CTCN,AMBA,,ISM-11816,OA,2021-01-20 09:42:00,2021-02-08 15:33:00,2021-02-08 17:12:00,2021-02-12 13:57:00,2021-02-22 16:50:59,,-34.601,-58.3809,CPU,PROVEEDOR,Huawei,OA,OA Completado,2021-02-22 16:42:28,2021-02-08 16:48:00,2021-02-08 16:51:02,2021-02-08 16:58:43,2021-02-11 10:42:00,2021-02-22 16:42:28,
21928,CPU028,Tribunales,5G DSS,Sin Asignar,Sin Asignar,Sin Asignar,CTRI,AMBA,,ISM-11817,OA,2021-01-28 11:26:00,2021-02-08 15:29:59,2021-02-08 17:03:59,2021-02-12 13:59:00,2021-02-23 17:48:00,,-34.6029,-58.3851,CPU,PROVEEDOR,Huawei,OA,OA Completado,2021-02-23 17:39:52,2021-02-08 16:36:30,2021-02-08 16:37:03,2021-02-08 16:37:42,2021-02-11 10:46:40,2021-02-23 17:39:52,
21937,CPU376,Embajada De Dinamarca,5G DSS,Sin Asignar,Sin Asignar,Sin Asignar,CEDD,AMBA,,ISM-11818,OA,2021-01-28 09:45:59,2021-02-08 15:31:59,2021-02-08 16:27:00,2021-02-12 13:54:00,2021-02-23 17:53:00,,-34.5953,-58.3731,CPU,Proveedor,Huawei,OA,OA Completado,2021-02-23 17:43:18,2021-02-08 15:28:05,2021-02-08 15:29:29,2021-02-08 16:03:10,2021-02-08 16:10:13,2021-02-23 17:43:18,
